bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  Math.random();  [BUGGY]  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	add	sum  +=  Math.random();	sum  +=  Math.abs(a);  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	13	2
174	[BUG]  [BUGGY]    double[]  data  =  getDataRef();  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]    double[]  data  =  getDataRef();  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	replace	    double[]  data  =  getDataRef();		compilable	  [FE]  AssertionFailedError  testBasicFunctions	10	2	add
174	[BUG]  [BUGGY]    double[]  data  =  getDataRef().getL1Norm();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]    double[]  data  =  getDataRef().getL1Norm();  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	replace	    double[]  data  =  getDataRef().getL1Norm();		non-compiled	[CE]  cannot  find  symbol	10	None	add
175	[BUG]  [BUGGY]    double[]  data  =  this.data.getL1Norm();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]    double[]  data  =  this.data.getL1Norm();  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	replace	    double[]  data  =  this.data.getL1Norm();		non-compiled	[CE]  cannot  find  symbol	10	None	add
181	[BUG]  [BUGGY]  for(double  a  :  data.length)  {  [CE]  for-each  not  applicable  to  expression  type  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  [BUGGY]  for(double  a  :  data.length)  {  [BUGGY]  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	700	700	2	replace	for(double  a  :  data.length)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  for-each  not  applicable  to  expression  type	3	None	replace
182	[BUG]  [BUGGY]  for(double  a  :  0)  {  [CE]  for-each  not  applicable  to  expression  type  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  [BUGGY]  for(double  a  :  0)  {  [BUGGY]  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	700	700	2	replace	for(double  a  :  0)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  for-each  not  applicable  to  expression  type	3	None	replace
183	[BUG]  [BUGGY]  for(double  a  =  data.length)  {  [CE]  ';'  expected  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  [BUGGY]  for(double  a  =  data.length)  {  [BUGGY]  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	700	700	2	replace	for(double  a  =  data.length)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  ';'  expected	3	None	replace
184	[BUG]  [BUGGY]  for(double  a  :  v)  {  [CE]  cannot  find  symbol  v  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  [BUGGY]  for(double  a  :  v)  {  [BUGGY]  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	700	700	2	replace	for(double  a  :  v)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  cannot  find  symbol  v	3	None	replace
191	[BUG]  [BUGGY]  for(double  a  :  data.length)  {  [CE]  for-each  not  applicable  to  expression  type  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]  for(double  a  :  data.length)  {  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	for(double  a  :  data.length)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  for-each  not  applicable  to  expression  type	11	None	replace
192	[BUG]  [BUGGY]  for(double  a  :  0)  {  [CE]  for-each  not  applicable  to  expression  type  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]  for(double  a  :  0)  {  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	for(double  a  :  0)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  for-each  not  applicable  to  expression  type	11	None	replace
193	[BUG]  [BUGGY]  for(double  a  :  1)  {  [CE]  for-each  not  applicable  to  expression  type  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]  for(double  a  :  1)  {  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	for(double  a  :  1)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  for-each  not  applicable  to  expression  type	11	None	replace
194	[BUG]  [BUGGY]  for(double  a  =  data.length)  {  [CE]  ';'  expected  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]  for(double  a  =  data.length)  {  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	for(double  a  =  data.length)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  ';'  expected	11	None	replace
3	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.exp(-a));  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  [BUGGY]    sum  +=  Math.pow(Math.exp(-a));  [BUGGY]  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	713	713	2	replace	    sum  +=  Math.pow(Math.exp(-a));		non-compiled	[CE]  cannot  find  symbol  a	16	None	add
4	[BUG]  [BUGGY]    sum  -=  Math.pow(Math.exp(a));  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  [BUGGY]    sum  -=  Math.pow(Math.exp(a));  [BUGGY]  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	713	713	2	replace	    sum  -=  Math.pow(Math.exp(a));		non-compiled	[CE]  cannot  find  symbol  a	16	None	add
5	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.exp(a));  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  [BUGGY]    sum  +=  Math.pow(Math.exp(a));  [BUGGY]  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	713	713	2	replace	    sum  +=  Math.pow(Math.exp(a));		non-compiled	[CE]  cannot  find  symbol  a	16	None	add
22	[BUG]  [BUGGY]    double[]  data  =  getDataItem();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getLInfNorm()  {  double  max  =  0;  [BUGGY]    double[]  data  =  getDataItem();  [BUGGY]  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	720	720	2	replace	    double[]  data  =  getDataItem();		non-compiled	[CE]  cannot  find  symbol	20	None	add
23	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getLInfNorm()  {  double  max  =  0;  [BUGGY]    double[]  data  =  this.getData();  [BUGGY]  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	720	720	2	add	    double[]  data  =  this.getData();		compilable	  [FE]  AssertionFailedError  testBasicFunctions	20	2
24	[BUG]  [BUGGY]    double[]  data  =  this.getData();  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getLInfNorm()  {  double  max  =  0;  [BUGGY]    double[]  data  =  this.getData();  [BUGGY]  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	720	720	2	replace	    double[]  data  =  this.getData();		compilable	  [FE]  AssertionFailedError  testBasicFunctions	20	2	add
24	[BUG]  [BUGGY]    double[]  data  =  getNonField().getDataItemCount();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getLInfNorm()  {  double  max  =  0;  [BUGGY]    double[]  data  =  getNonField().getDataItemCount();  [BUGGY]  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	720	720	2	replace	    double[]  data  =  getNonField().getDataItemCount();		non-compiled	[CE]  cannot  find  symbol	20	None	add
25	[BUG]  [BUGGY]    double[]  data  =  getDataItem(getLength());  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getLInfNorm()  {  double  max  =  0;  [BUGGY]    double[]  data  =  getDataItem(getLength());  [BUGGY]  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	720	720	2	replace	    double[]  data  =  getDataItem(getLength());		non-compiled	[CE]  cannot  find  symbol	20	None	add
41	[BUG]  [BUGGY]    sum  +=  Math.max(a  /  getL1Norm());  [CE]  no  suitable  method  found  for  max(double)  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  Math.max(a  /  getL1Norm());  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	replace	    sum  +=  Math.max(a  /  getL1Norm());		non-compiled	[CE]  no  suitable  method  found  for  max(double)	14	None	add
43	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  getL1Norm());  [CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  Math.pow(Math.exp(a)/  getL1Norm());  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	replace	    sum  +=  Math.pow(Math.exp(a)/  getL1Norm());		non-compiled	[CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;	14	None	add
44	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.max(a  /  getL1Norm()));  [CE]  no  suitable  method  found  for  max(double)  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  Math.pow(Math.max(a  /  getL1Norm()));  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	replace	    sum  +=  Math.pow(Math.max(a  /  getL1Norm()));		non-compiled	[CE]  no  suitable  method  found  for  max(double)	14	None	add
45	[BUG]  [BUGGY]    sum  +=  Math.pow(Math.log(a)/  getL1Norm());  [CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  Math.pow(Math.log(a)/  getL1Norm());  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	replace	    sum  +=  Math.pow(Math.log(a)/  getL1Norm());		non-compiled	[CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;	14	None	add
61	[BUG]  [BUGGY]  return  sum  /  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [CE]  bad  operand  types  for  binary  operator  '/'  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  [BUGGY]  return  sum  /  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [BUGGY]  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	713	713	2	replace	return  sum  /  NON_FITTING_POSITION_AND_SIZE_MESSAGE;	return  sum;  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '/'	15	None	replace
62	[BUG]  [BUGGY]  [FE]  StackOverflowError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  [BUGGY]  return  sum  /  getL1Norm();  [BUGGY]  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	713	713	2	add	return  sum  /  getL1Norm();	return  sum;  	compilable	  [FE]  StackOverflowError  testBasicFunctions	15	2
63	[BUG]  [BUGGY]  return  sum  /  getL1Norm();  [FE]  StackOverflowError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  [BUGGY]  return  sum  /  getL1Norm();  [BUGGY]  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	713	713	2	replace	return  sum  /  getL1Norm();	return  sum;  	compilable	  [FE]  StackOverflowError  testBasicFunctions	15	2	replace
