bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }    [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [BUGGY]  parseAndIgnoreWhitespace(source,  pos);  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	361	361	2	add	    parseAndIgnoreWhitespace(source,  pos);		compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	12	2
121	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  public  ComplexFormat()  {  this(DEFAULT_IMAGINARY_CHARACTER,  getDefaultNumberFormat());  [BUGGY]    setImaginaryCharacter(DEFAULT_IMAGINARY_CHARACTER);  [BUGGY]  }  [CLASS]  ComplexFormat  [METHOD]  <init>  [RETURN_TYPE]  ComplexFormat()  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	59	59	2	add	    setImaginaryCharacter(DEFAULT_IMAGINARY_CHARACTER);		compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	8	2
122	[BUG]  [BUGGY]    setImaginaryCharacter(DEFAULT_IMAGINARY_CHARACTER);  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  public  ComplexFormat()  {  this(DEFAULT_IMAGINARY_CHARACTER,  getDefaultNumberFormat());  [BUGGY]    setImaginaryCharacter(DEFAULT_IMAGINARY_CHARACTER);  [BUGGY]  }  [CLASS]  ComplexFormat  [METHOD]  <init>  [RETURN_TYPE]  ComplexFormat()  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	59	59	2	replace	    setImaginaryCharacter(DEFAULT_IMAGINARY_CHARACTER);		compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	8	2	add
124	[BUG]  [BUGGY]    setImaginaryCharacter(DEFAULT_IMAGINARY_CHARACTER,  getImaginaryCharacter());  [CE]  method  setImaginaryCharacter  in  class  ComplexFormat  cannot  be  applied  to  given  types;  [CONTEXT]  public  ComplexFormat()  {  this(DEFAULT_IMAGINARY_CHARACTER,  getDefaultNumberFormat());  [BUGGY]    setImaginaryCharacter(DEFAULT_IMAGINARY_CHARACTER,  getImaginaryCharacter());  [BUGGY]  }  [CLASS]  ComplexFormat  [METHOD]  <init>  [RETURN_TYPE]  ComplexFormat()  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	59	59	2	replace	    setImaginaryCharacter(DEFAULT_IMAGINARY_CHARACTER,  getImaginaryCharacter());		non-compiled	[CE]  method  setImaginaryCharacter  in  class  ComplexFormat  cannot  be  applied  to  given  types;	8	None	add
152	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  sign  =  1;  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [BUGGY]  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }    [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	350	350	2	add	    parseAndIgnoreWhitespace(source,  pos);		compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	4	2
153	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  sign  =  1;  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [BUGGY]  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }    [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	350	350	2	replace	    parseAndIgnoreWhitespace(source,  pos);		compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	4	2	add
153	[BUG]  [BUGGY]    pos.setIndex(initialIndex);  return  new  Complex(re.doubleValue(),  im.doubleValue(),  0.0);  [CE]  cannot  find  symbol  im  [CONTEXT]  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  sign  =  1;  [BUGGY]    pos.setIndex(initialIndex);  return  new  Complex(re.doubleValue(),  im.doubleValue(),  0.0);  [BUGGY]  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }    [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	350	350	2	replace	    pos.setIndex(initialIndex);  return  new  Complex(re.doubleValue(),  im.doubleValue(),  0.0);		non-compiled	[CE]  cannot  find  symbol  im	4	None	add
243	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  int  sign  =  0;  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [BUGGY]  sign  =  1;  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	349	349	2	add	    parseAndIgnoreWhitespace(source,  pos);		compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	2	2
244	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  int  sign  =  0;  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [BUGGY]  sign  =  1;  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	349	349	2	replace	    parseAndIgnoreWhitespace(source,  pos);		compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	2	2	add
244	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  startIndex,  pos);  pos.setErrorIndex(startIndex);  [CE]  method  parseAndIgnoreWhitespace  in  class  ComplexFormat  cannot  be  applied  to  given  types;  [CONTEXT]  int  sign  =  0;  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  [BUGGY]    parseAndIgnoreWhitespace(source,  startIndex,  pos);  pos.setErrorIndex(startIndex);  [BUGGY]  sign  =  1;  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	349	349	2	replace	    parseAndIgnoreWhitespace(source,  startIndex,  pos);  pos.setErrorIndex(startIndex);		non-compiled	[CE]  method  parseAndIgnoreWhitespace  in  class  ComplexFormat  cannot  be  applied  to  given  types;	2	None	add
245	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  int  sign  =  0;  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  pos.setErrorIndex(startIndex);  [BUGGY]  sign  =  1;  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	349	349	2	add	    parseAndIgnoreWhitespace(source,  pos);  pos.setErrorIndex(startIndex);		compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	2	2
246	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  pos.setErrorIndex(startIndex);  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  int  sign  =  0;  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  pos.setErrorIndex(startIndex);  [BUGGY]  sign  =  1;  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	349	349	2	replace	    parseAndIgnoreWhitespace(source,  pos);  pos.setErrorIndex(startIndex);		compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	2	2	add
275	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  im,  pos);  [CE]  method  parseAndIgnoreWhitespace  in  class  ComplexFormat  cannot  be  applied  to  given  types;  [CONTEXT]  pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  [BUGGY]    parseAndIgnoreWhitespace(source,  im,  pos);  [BUGGY]  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  startIndex  =  pos.getIndex();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	365	365	2	replace	    parseAndIgnoreWhitespace(source,  im,  pos);		non-compiled	[CE]  method  parseAndIgnoreWhitespace  in  class  ComplexFormat  cannot  be  applied  to  given  types;	16	None	add
303	[BUG]  [BUGGY]  this(DEFAULT_IMAGINARY_CHARACTER,  imaginaryCharacter,  getDefaultNumberFormat());  [CE]  cannot  reference  imaginaryCharacter  before  supertype  constructor  has  been  called  [CONTEXT]  public  ComplexFormat()  {  [BUGGY]  this(DEFAULT_IMAGINARY_CHARACTER,  imaginaryCharacter,  getDefaultNumberFormat());  [BUGGY]  }  [CLASS]  ComplexFormat  [METHOD]  <init>  [RETURN_TYPE]  ComplexFormat()  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	58	58	2	replace	this(DEFAULT_IMAGINARY_CHARACTER,  imaginaryCharacter,  getDefaultNumberFormat());	this(DEFAULT_IMAGINARY_CHARACTER,  getDefaultNumberFormat());  	non-compiled	[CE]  cannot  reference  imaginaryCharacter  before  supertype  constructor  has  been  called	5	None	replace
332	[BUG]  [BUGGY]    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter  ==  null)  {  return  getImaginaryCharacterFormat(imaginaryCharacter);  }  [CE]  illegal  start  of  expression  [CONTEXT]  private  static  NumberFormat  getDefaultNumberFormat()  {  [BUGGY]    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter  ==  null)  {  return  getImaginaryCharacterFormat(imaginaryCharacter);  }  [BUGGY]  return  getDefaultNumberFormat(Locale.getDefault());  }  [CLASS]  ComplexFormat  [METHOD]  getDefaultNumberFormat  [RETURN_TYPE]  NumberFormat  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  format  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	237	237	2	replace	    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter  ==  null)  {  return  getImaginaryCharacterFormat(imaginaryCharacter);  }		non-compiled	[CE]  illegal  start  of  expression	10	None	add
333	[BUG]  [BUGGY]    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter!=  null)  {  return  getImaginaryCharacterFormat(imaginaryCharacter);  }  [CE]  illegal  start  of  expression  [CONTEXT]  private  static  NumberFormat  getDefaultNumberFormat()  {  [BUGGY]    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter!=  null)  {  return  getImaginaryCharacterFormat(imaginaryCharacter);  }  [BUGGY]  return  getDefaultNumberFormat(Locale.getDefault());  }  [CLASS]  ComplexFormat  [METHOD]  getDefaultNumberFormat  [RETURN_TYPE]  NumberFormat  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  format  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	237	237	2	replace	    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter!=  null)  {  return  getImaginaryCharacterFormat(imaginaryCharacter);  }		non-compiled	[CE]  illegal  start  of  expression	10	None	add
334	[BUG]  [BUGGY]    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter  ==  null)  {  return  getImaginaryCharacterFormat(realFormat);  }  [CE]  illegal  start  of  expression  [CONTEXT]  private  static  NumberFormat  getDefaultNumberFormat()  {  [BUGGY]    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter  ==  null)  {  return  getImaginaryCharacterFormat(realFormat);  }  [BUGGY]  return  getDefaultNumberFormat(Locale.getDefault());  }  [CLASS]  ComplexFormat  [METHOD]  getDefaultNumberFormat  [RETURN_TYPE]  NumberFormat  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  format  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	237	237	2	replace	    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter  ==  null)  {  return  getImaginaryCharacterFormat(realFormat);  }		non-compiled	[CE]  illegal  start  of  expression	10	None	add
335	[BUG]  [BUGGY]    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter  ==  null)  {  return  false;  }  [CE]  illegal  start  of  expression  [CONTEXT]  private  static  NumberFormat  getDefaultNumberFormat()  {  [BUGGY]    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter  ==  null)  {  return  false;  }  [BUGGY]  return  getDefaultNumberFormat(Locale.getDefault());  }  [CLASS]  ComplexFormat  [METHOD]  getDefaultNumberFormat  [RETURN_TYPE]  NumberFormat  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  format  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	237	237	2	replace	    if(DeFAULT_IMAGINARY_CHARACTER  ==  null)  {  String  imaginaryCharacter  =  getImaginaryCharacter();  if(imaginaryCharacter  ==  null)  {  return  false;  }		non-compiled	[CE]  illegal  start  of  expression	10	None	add
424	[BUG]  [BUGGY]  Number  im  =  parseNumber(source,  getDecimalFormat(),  pos);  [CE]  cannot  find  symbol  [CONTEXT]    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);    [BUGGY]  Number  im  =  parseNumber(source,  getDecimalFormat(),  pos);  [BUGGY]  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	364	364	2	replace	Number  im  =  parseNumber(source,  getDecimalFormat(),  pos);	Number  im  =  parseNumber(source,  getRealFormat(),  pos);  	non-compiled	[CE]  cannot  find  symbol	13	None	replace
451	[BUG]  [BUGGY]  if(im  ==  null  ||  im.length()  ==  0)  {  [CE]  cannot  find  symbol  [CONTEXT]  pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  [BUGGY]  if(im  ==  null  ||  im.length()  ==  0)  {  [BUGGY]      pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  startIndex  =  pos.getIndex();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	365	365	2	replace	if(im  ==  null  ||  im.length()  ==  0)  {	if  (im  ==  null)  {  	non-compiled	[CE]  cannot  find  symbol	15	None	replace
453	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  [BUGGY]  if(im  ==  null  ||  im.intValue()  <  0)  {  [BUGGY]      pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  startIndex  =  pos.getIndex();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	365	365	2	add	if(im  ==  null  ||  im.intValue()  <  0)  {	if  (im  ==  null)  {  	compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	15	2
454	[BUG]  [BUGGY]  if(im  ==  null  ||  im.intValue()  <  0)  {  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  [BUGGY]  if(im  ==  null  ||  im.intValue()  <  0)  {  [BUGGY]      pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  startIndex  =  pos.getIndex();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	365	365	2	replace	if(im  ==  null  ||  im.intValue()  <  0)  {	if  (im  ==  null)  {  	compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	15	2	replace
454	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  [BUGGY]  if(im  ==  null  ||  im.doubleValue()  <  0)  {  [BUGGY]      pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  startIndex  =  pos.getIndex();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	365	365	2	add	if(im  ==  null  ||  im.doubleValue()  <  0)  {	if  (im  ==  null)  {  	compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	15	2
455	[BUG]  [BUGGY]  if(im  ==  null  ||  im.doubleValue()  <  0)  {  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  [BUGGY]  if(im  ==  null  ||  im.doubleValue()  <  0)  {  [BUGGY]      pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  startIndex  =  pos.getIndex();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	365	365	2	replace	if(im  ==  null  ||  im.doubleValue()  <  0)  {	if  (im  ==  null)  {  	compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	15	2	replace
