bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action3	[BUG]  [BUGGY]  [FE]  NullPointerException  testGetParsedOptionValue  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]  return  numberOfArgs  >  1  ||  numberOfArgs  ==  UNLIMITED_VALUES;  [BUGGY]  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	add	return  numberOfArgs  >  1  ||  numberOfArgs  ==  UNLIMITED_VALUES;	return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  	compilable	  [FE]  NullPointerException  testGetParsedOptionValue	15	2
182	[BUG]  [BUGGY]  OptionBuilder.required  =(optionalArgs  ==  null)?  false  :  OptionBuilder.required  =  true;  [CE]  cannot  find  symbol  optionalArgs  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]  OptionBuilder.required  =(optionalArgs  ==  null)?  false  :  OptionBuilder.required  =  true;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	OptionBuilder.required  =(optionalArgs  ==  null)?  false  :  OptionBuilder.required  =  true;	OptionBuilder.required  =  true;  	non-compiled	[CE]  cannot  find  symbol  optionalArgs	19	None	replace
183	[BUG]  [BUGGY]  OptionBuilder.required  =(optionalArgs!=  null)?  false  :  OptionBuilder.required  =  true;  [CE]  cannot  find  symbol  optionalArgs  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]  OptionBuilder.required  =(optionalArgs!=  null)?  false  :  OptionBuilder.required  =  true;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	OptionBuilder.required  =(optionalArgs!=  null)?  false  :  OptionBuilder.required  =  true;	OptionBuilder.required  =  true;  	non-compiled	[CE]  cannot  find  symbol  optionalArgs	19	None	replace
184	[BUG]  [BUGGY]  OptionBuilder.required  =(optionalArgs  ==  null)?  false  :  OptionBuilder.required;  [CE]  cannot  find  symbol  optionalArgs  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]  OptionBuilder.required  =(optionalArgs  ==  null)?  false  :  OptionBuilder.required;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	OptionBuilder.required  =(optionalArgs  ==  null)?  false  :  OptionBuilder.required;	OptionBuilder.required  =  true;  	non-compiled	[CE]  cannot  find  symbol  optionalArgs	19	None	replace
211	[BUG]  [BUGGY]    required  =  getValue(opt.getKey());  [CE]  cannot  find  symbol  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    required  =  getValue(opt.getKey());  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    required  =  getValue(opt.getKey());		non-compiled	[CE]  cannot  find  symbol	14	None	add
212	[BUG]  [BUGGY]    required  =  getValues();  [CE]  incompatible  types  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    required  =  getValues();  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    required  =  getValues();		non-compiled	[CE]  incompatible  types	14	None	add
213	[BUG]  [BUGGY]    if(required!=  null)  {  required  =  true;  }  [CE]  bad  operand  types  for  binary  operator  '!='  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  required  =  true;  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  required  =  true;  }		non-compiled	[CE]  bad  operand  types  for  binary  operator  '!='	14	None	add
214	[BUG]  [BUGGY]    if(required!=  null)  {  required  =  getRequired();  }  [CE]  bad  operand  types  for  binary  operator  '!='  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  required  =  getRequired();  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  required  =  getRequired();  }		non-compiled	[CE]  bad  operand  types  for  binary  operator  '!='	14	None	add
215	[BUG]  [BUGGY]    if(required!=  null)  {  required.setLength(0);  }  [CE]  bad  operand  types  for  binary  operator  '!='  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  required.setLength(0);  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  required.setLength(0);  }		non-compiled	[CE]  bad  operand  types  for  binary  operator  '!='	14	None	add
243	[BUG]  [BUGGY]  return  this.instance;  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]  return  this.instance;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	return  this.instance;	return  instance;  	non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	9	None	replace
244	[BUG]  [BUGGY]  return  this.arguments;  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]  return  this.arguments;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	return  this.arguments;	return  instance;  	non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	9	None	replace
272	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  Object  getType()  {  [BUGGY]  return(this.type  ==  null?  null  :  this.type);  [BUGGY]  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	add	return(this.type  ==  null?  null  :  this.type);	return  type;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	5	2
273	[BUG]  [BUGGY]  return(this.type  ==  null?  null  :  this.type);  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  Object  getType()  {  [BUGGY]  return(this.type  ==  null?  null  :  this.type);  [BUGGY]  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	return(this.type  ==  null?  null  :  this.type);	return  type;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	5	2	replace
301	[BUG]  [BUGGY]    opt.addValue(String.valueOf( "opt "));  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getOpt()  {  [BUGGY]    opt.addValue(String.valueOf( "opt "));  [BUGGY]  return  opt;  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	    opt.addValue(String.valueOf( "opt "));		non-compiled	[CE]  cannot  find  symbol	18	None	add
302	[BUG]  [BUGGY]    opt  =(String)this.valuesept();  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getOpt()  {  [BUGGY]    opt  =(String)this.valuesept();  [BUGGY]  return  opt;  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	    opt  =(String)this.valuesept();		non-compiled	[CE]  cannot  find  symbol	18	None	add
303	[BUG]  [BUGGY]    longOpt  =  getOpt(opt.getKey());  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getOpt()  {  [BUGGY]    longOpt  =  getOpt(opt.getKey());  [BUGGY]  return  opt;  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	    longOpt  =  getOpt(opt.getKey());		non-compiled	[CE]  cannot  find  symbol	18	None	add
304	[BUG]  [BUGGY]    opt.addValue(String.valueOf( "0 "));  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getOpt()  {  [BUGGY]    opt.addValue(String.valueOf( "0 "));  [BUGGY]  return  opt;  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	    opt.addValue(String.valueOf( "0 "));		non-compiled	[CE]  cannot  find  symbol	18	None	add
305	[BUG]  [BUGGY]    opt.addValue(String.valueOf('.'));  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getOpt()  {  [BUGGY]    opt.addValue(String.valueOf('.'));  [BUGGY]  return  opt;  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	    opt.addValue(String.valueOf('.'));		non-compiled	[CE]  cannot  find  symbol	18	None	add
334	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]  return  this.numberOfArgs  >  0  ||  this.numberOfArgs  ==  UNLIMITED_VALUES;  [BUGGY]  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	add	return  this.numberOfArgs  >  0  ||  this.numberOfArgs  ==  UNLIMITED_VALUES;	return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	15	2
335	[BUG]  [BUGGY]  return  this.numberOfArgs  >  0  ||  this.numberOfArgs  ==  UNLIMITED_VALUES;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]  return  this.numberOfArgs  >  0  ||  this.numberOfArgs  ==  UNLIMITED_VALUES;  [BUGGY]  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	replace	return  this.numberOfArgs  >  0  ||  this.numberOfArgs  ==  UNLIMITED_VALUES;	return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	15	2	replace
362	[BUG]  [BUGGY]    OptionBuilder  instance  =  newType.getOwner().withType(newType);  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]    OptionBuilder  instance  =  newType.getOwner().withType(newType);  [BUGGY]  OptionBuilder.type  =  newType;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	    OptionBuilder  instance  =  newType.getOwner().withType(newType);		non-compiled	[CE]  cannot  find  symbol	2	None	add
364	[BUG]  [BUGGY]    OptionBuilder  instance  =  newType.getOwnerClass().getOptionBuilder();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]    OptionBuilder  instance  =  newType.getOwnerClass().getOptionBuilder();  [BUGGY]  OptionBuilder.type  =  newType;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	    OptionBuilder  instance  =  newType.getOwnerClass().getOptionBuilder();		non-compiled	[CE]  cannot  find  symbol	2	None	add
365	[BUG]  [BUGGY]    OptionBuilder  instance  =  newOptionBuilder(newType.getRequiredArgs());  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]    OptionBuilder  instance  =  newOptionBuilder(newType.getRequiredArgs());  [BUGGY]  OptionBuilder.type  =  newType;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	    OptionBuilder  instance  =  newOptionBuilder(newType.getRequiredArgs());		non-compiled	[CE]  cannot  find  symbol	2	None	add
392	[BUG]  [BUGGY]  return(this.opt  ==  null?  this.opt.getOpt()  : "null ";  [CE]  [CONTEXT]  public  String  getOpt()  {  [BUGGY]  return(this.opt  ==  null?  this.opt.getOpt()  : "null ";  [BUGGY]  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	return(this.opt  ==  null?  this.opt.getOpt()  : "null ";	return  opt;  	non-compiled	[CE]  	17	None	replace
393	[BUG]  [BUGGY]  return(this.opt  ==  null?  this.opt.getOpt()  :  option.getOpt());  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getOpt()  {  [BUGGY]  return(this.opt  ==  null?  this.opt.getOpt()  :  option.getOpt());  [BUGGY]  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	return(this.opt  ==  null?  this.opt.getOpt()  :  option.getOpt());	return  opt;  	non-compiled	[CE]  cannot  find  symbol	17	None	replace
394	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  String  getOpt()  {  [BUGGY]  return(this.opt  ==  null)?  null  :  this.opt;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	add	return(this.opt  ==  null)?  null  :  this.opt;	return  opt;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	17	2
395	[BUG]  [BUGGY]  return(this.opt  ==  null)?  null  :  this.opt;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  String  getOpt()  {  [BUGGY]  return(this.opt  ==  null)?  null  :  this.opt;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	return(this.opt  ==  null)?  null  :  this.opt;	return  opt;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	17	2	replace
421	[BUG]  [BUGGY]    OptionBuilder.instance  =(OptionBuilder)type.clone();  [CE]  clone()  has  protected  access  in  Object  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder.instance  =(OptionBuilder)type.clone();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder.instance  =(OptionBuilder)type.clone();		non-compiled	[CE]  clone()  has  protected  access  in  Object	4	None	add
422	[BUG]  [BUGGY]    OptionBuilder.instance  =  newType.getRequired();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder.instance  =  newType.getRequired();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder.instance  =  newType.getRequired();		non-compiled	[CE]  cannot  find  symbol	4	None	add
424	[BUG]  [BUGGY]    OptionBuilder.instance  =  getRequiredArgs();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder.instance  =  getRequiredArgs();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder.instance  =  getRequiredArgs();		non-compiled	[CE]  cannot  find  symbol	4	None	add
425	[BUG]  [BUGGY]    OptionBuilder.instance  =(OptionBuilder)type.withType(newType);  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder.instance  =(OptionBuilder)type.withType(newType);  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder.instance  =(OptionBuilder)type.withType(newType);		non-compiled	[CE]  cannot  find  symbol	4	None	add
451	[BUG]  [BUGGY]    Class  <?>  type  =  getRawClass().getType();  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  Object  getType()  {  [BUGGY]    Class  <?>  type  =  getRawClass().getType();  [BUGGY]  return  type;  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	    Class  <?>  type  =  getRawClass().getType();		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	6	None	add
452	[BUG]  [BUGGY]    Class  <?>  type  =  getRawClass();  if(type!=  null)  {  type  =  new  Class  <?>(type);  }  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  Object  getType()  {  [BUGGY]    Class  <?>  type  =  getRawClass();  if(type!=  null)  {  type  =  new  Class  <?>(type);  }  [BUGGY]  return  type;  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	    Class  <?>  type  =  getRawClass();  if(type!=  null)  {  type  =  new  Class  <?>(type);  }		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	6	None	add
453	[BUG]  [BUGGY]    Class  <?>  type  =  getRawClass();  if(type!=  null)  {  type  =  new  Class  <?>(0,  type);  }  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  Object  getType()  {  [BUGGY]    Class  <?>  type  =  getRawClass();  if(type!=  null)  {  type  =  new  Class  <?>(0,  type);  }  [BUGGY]  return  type;  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	    Class  <?>  type  =  getRawClass();  if(type!=  null)  {  type  =  new  Class  <?>(0,  type);  }		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	6	None	add
454	[BUG]  [BUGGY]    Class  <?>  type  =  getClass().getDeclaredClass();  if(type!=  null)  {  type  =  new  Class  <?>(0L  :  type);  }  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  Object  getType()  {  [BUGGY]    Class  <?>  type  =  getClass().getDeclaredClass();  if(type!=  null)  {  type  =  new  Class  <?>(0L  :  type);  }  [BUGGY]  return  type;  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	    Class  <?>  type  =  getClass().getDeclaredClass();  if(type!=  null)  {  type  =  new  Class  <?>(0L  :  type);  }		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	6	None	add
