bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]  return  0.0  /  denominatorDegreesOfFreedom  *  getNumeratorDegreesOfFreedom();  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	add	return  0.0  /  denominatorDegreesOfFreedom  *  getNumeratorDegreesOfFreedom();	return  0.0;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	1	1
192	[BUG]  [BUGGY]    n  =  getNumeratorDegreesOfFreedom();  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]    n  =  getNumeratorDegreesOfFreedom();  [BUGGY]  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),    0.5  *  n,        0.5  *  m);  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	    n  =  getNumeratorDegreesOfFreedom();		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	18	1	add
192	[BUG]  [BUGGY]    double  n  =  getNumeratorDegreesOfFreedom();  [CE]  variable  n  is  already  defined  in  method  cumulativeProbability(double)  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]    double  n  =  getNumeratorDegreesOfFreedom();  [BUGGY]  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),    0.5  *  n,        0.5  *  m);  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	    double  n  =  getNumeratorDegreesOfFreedom();		non-compiled	[CE]  variable  n  is  already  defined  in  method  cumulativeProbability(double)	18	None	add
193	[BUG]  [BUGGY]    double  m  =  getNumeratorDegreesOfFreedom();  [CE]  variable  m  is  already  defined  in  method  cumulativeProbability(double)  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]    double  m  =  getNumeratorDegreesOfFreedom();  [BUGGY]  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),    0.5  *  n,        0.5  *  m);  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	    double  m  =  getNumeratorDegreesOfFreedom();		non-compiled	[CE]  variable  m  is  already  defined  in  method  cumulativeProbability(double)	18	None	add
194	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]    n  =  getNumeratorDegreesOfFreedom();  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),    0.5  *  n,        0.5  *  m);  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	add	    n  =  getNumeratorDegreesOfFreedom();  m  =  getDenominatorDegreesOfFreedom();		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	18	1
195	[BUG]  [BUGGY]    n  =  getNumeratorDegreesOfFreedom();  m  =  getDenominatorDegreesOfFreedom();  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]    n  =  getNumeratorDegreesOfFreedom();  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),    0.5  *  n,        0.5  *  m);  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	    n  =  getNumeratorDegreesOfFreedom();  m  =  getDenominatorDegreesOfFreedom();		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	18	1	add
195	[BUG]  [BUGGY]    n  =  getNumeratorDegreesOfFreedom();  m  =  getSmallDegreesOfFreedom();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]    n  =  getNumeratorDegreesOfFreedom();  m  =  getSmallDegreesOfFreedom();  [BUGGY]  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),    0.5  *  n,        0.5  *  m);  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	    n  =  getNumeratorDegreesOfFreedom();  m  =  getSmallDegreesOfFreedom();		non-compiled	[CE]  cannot  find  symbol	18	None	add
22	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  [BUGGY]    double  x  =  getNumeratorDegreesOfFreedom();  [BUGGY]  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	145	145	1	add	    double  x  =  getNumeratorDegreesOfFreedom();		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	6	1
23	[BUG]  [BUGGY]    double  x  =  getNumeratorDegreesOfFreedom();  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  [BUGGY]    double  x  =  getNumeratorDegreesOfFreedom();  [BUGGY]  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	145	145	1	replace	    double  x  =  getNumeratorDegreesOfFreedom();		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	6	1	add
23	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  [BUGGY]    p  =  getNumeratorDegreesOfFreedom();  [BUGGY]  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	145	145	1	add	    p  =  getNumeratorDegreesOfFreedom();		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	6	1
24	[BUG]  [BUGGY]    p  =  getNumeratorDegreesOfFreedom();  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  [BUGGY]    p  =  getNumeratorDegreesOfFreedom();  [BUGGY]  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	145	145	1	replace	    p  =  getNumeratorDegreesOfFreedom();		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	6	1	add
25	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);  [BUGGY]  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	145	145	1	add	    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	6	1
26	[BUG]  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);  [BUGGY]  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	145	145	1	replace	    ret  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	6	1	add
42	[BUG]  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom())  {  return  getDenominatorDegreesOfFreedom();  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom())  {  return  getDenominatorDegreesOfFreedom();  }  [BUGGY]  return  Double.MAX_VALUE;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	replace	    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom())  {  return  getDenominatorDegreesOfFreedom();  }		non-compiled	[CE]  illegal  start  of  expression	4	None	add
43	[BUG]  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom();  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom();  }  [BUGGY]  return  Double.MAX_VALUE;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	replace	    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom();  }		non-compiled	[CE]  illegal  start  of  expression	4	None	add
44	[BUG]  [BUGGY]    if(p  <.5)  {  if(p  ==.5)  {  return  getDomainLowerBound();  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(p  ==.5)  {  return  getDomainLowerBound();  }  [BUGGY]  return  Double.MAX_VALUE;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	replace	    if(p  <.5)  {  if(p  ==.5)  {  return  getDomainLowerBound();  }		non-compiled	[CE]  illegal  start  of  expression	4	None	add
45	[BUG]  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom())  {  return  getDomainUpperBound(p);  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom())  {  return  getDomainUpperBound(p);  }  [BUGGY]  return  Double.MAX_VALUE;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	replace	    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom())  {  return  getDomainUpperBound(p);  }		non-compiled	[CE]  illegal  start  of  expression	4	None	add
61	[BUG]  [BUGGY]    System.arraycopy(p,  0,  ret,  getNumeratorDegreesOfFreedom(),  denominatorDegreesOfFreedom);  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]    System.arraycopy(p,  0,  ret,  getNumeratorDegreesOfFreedom(),  denominatorDegreesOfFreedom);  [BUGGY]  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	    System.arraycopy(p,  0,  ret,  getNumeratorDegreesOfFreedom(),  denominatorDegreesOfFreedom);		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	10	None	add
62	[BUG]  [BUGGY]    System.arraycopy(p,  0,  ret,  getNumeratorDegreesOfFreedom(),  p);  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]    System.arraycopy(p,  0,  ret,  getNumeratorDegreesOfFreedom(),  p);  [BUGGY]  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	    System.arraycopy(p,  0,  ret,  getNumeratorDegreesOfFreedom(),  p);		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	10	None	add
65	[BUG]  [BUGGY]    System.arraycopy(p,  0,  ret,  getNumeratorDegreesOfFreedom(),  denominatorDegreesOfFreedom);  ret  +=  p;  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]    System.arraycopy(p,  0,  ret,  getNumeratorDegreesOfFreedom(),  denominatorDegreesOfFreedom);  ret  +=  p;  [BUGGY]  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	    System.arraycopy(p,  0,  ret,  getNumeratorDegreesOfFreedom(),  denominatorDegreesOfFreedom);  ret  +=  p;		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	10	None	add
82	[BUG]  [BUGGY]    if(p  <.5)  {  if(getDomainLowerBound())  {  return  getDomainLowerBound();  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(getDomainLowerBound())  {  return  getDomainLowerBound();  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  <.5)  {  if(getDomainLowerBound())  {  return  getDomainLowerBound();  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
83	[BUG]  [BUGGY]    if(p  >  0.0)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDomainLowerBound(p);  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  >  0.0)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDomainLowerBound(p);  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  >  0.0)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDomainLowerBound(p);  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
84	[BUG]  [BUGGY]    if(p  <.5)  {  if(p  >  0.0)  {  return  getLowerBound();  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(p  >  0.0)  {  return  getLowerBound();  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  <.5)  {  if(p  >  0.0)  {  return  getLowerBound();  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
