projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=true;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=false;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131EndBlock<LONGFILE_ERROR>endBlock=newEndBlock<LONGFILE_GNU>(length());
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131EndBlock<LONGFILE_ERROR||finished=false;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName==null){buffer.flush();}else{buffer.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null){buffer.flush();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null||currName.length()==0){buffer.flush();}else{buffer.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null||currName.length()==0){buffer.flush();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(currName!=null&&currName.length()>0){buffer.flush();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName==null){buffer.flush();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(length){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(length){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBuffer();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131castError("Tararchivehasalreadybeenfinished.");
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(length){finished=false;}elseif(closed){writeEOFRecord();block.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(finished){finished=true;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(finished){finished=true;}else{buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=true;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!finished){finished=true;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!finished){finished=true;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(!closed){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){!closed){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(!closed){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(!closed){finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(!finished){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){!finished){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(finished){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!finished&&hasUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(!finished){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(!closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){finish=false;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!finished){finished=false;}else{writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!finished){finished=false;}else{writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!finished){if(haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!finished){if(haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){if(haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){if(haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!finished){if(hasUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!finished){if(hasUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName==null){for(inti=0;i<currName.length();i++){buffer.append(currName.charAt(i));}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(currName!=null&&currName.length()>0){for(inti=0;i<currName.length();i++){buffer.append(currName.charAt(i));}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(buffer!=null){for(inti=0;i<currName.length();i++){buffer.append(currName.charAt(i));}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){for(inti=0;i<currName.length();i++){buffer.append(currName.charAt(i));}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null){for(inti=0;i<currName.length();i++){buffer.append(currName.charAt(i+1));}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(currName!=null&&currName.length()>0){for(inti=0;i<currName.length();i++){buffer.append(currName.charAt
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}else{buffer.flushBlock();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{buffer.flushBlock();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(finished){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131writeEOFRecord();buffer.flushBlock();finished=false;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(finish){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131AfterEOF(){finished=true;}else{finishEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131AfterEOF(){finished=true;}else{finishEOFRecord();buffer.flushBlock();start();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131AfterEOF(){finished=true;}else{finishEOFRecord();buffer.flushBlock();end();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131AfterEOF(){finished=true;}else{finishEOFRecord();buffer.flushBlock();
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();completed=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(finished){finished=true;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();completed=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();completed=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();completed=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();completed=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();completed=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(length){finished=false;}else{writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131Finished=false;}else{writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(length){finished=false;}else{writeEOFRecord();buffer.closeBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131Parchet.getInstance().finishCurrentStructure(buffer,LONGFILE_GNU);
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(length){finished=false;}else{writeEOFRecord();buffer.flushBlock();
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){if(finished){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){if(!finished){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!finished){finished=false;}else{writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!finished){finished=false;}else{writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();finish();}
