bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]    result  +=  getCount(v);  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	add	    result  +=  getCount(v);		compilable	  [FE]  AssertionFailedError  testPcts	18	1
303	[BUG]  [BUGGY]  addValue(new  Long(v));  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  void  addValue(long  v)  {  [BUGGY]  addValue(new  Long(v));  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  long  v  [VARIABLES]  TreeMap  freqTable  long  serialVersionUID  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	177	177	1	replace	addValue(new  Long(v));	addValue(Long.valueOf(v));  	compilable	  [FE]  AssertionFailedError  testPcts	11	1	replace
333	[BUG]  [BUGGY]  freqTable.put(obj,  Long.valueOf(count.longValue()),  1);  [CE]  no  suitable  method  found  for  put(Comparable<CAP#1>,Long,int)  [CONTEXT]  public  void  addValue(Comparable<?>  v){  Comparable<?>  obj  =  v;  if  (v  instanceof  Integer)  {  obj  =  Long.valueOf(((Integer)  v).longValue());  }  try  {  Long  count  =  freqTable.get(obj);  if  (count  ==  null)  {  freqTable.put(obj,  Long.valueOf(1));  }  else  {  [BUGGY]  freqTable.put(obj,  Long.valueOf(count.longValue()),  1);  [BUGGY]  }  }  catch  (ClassCastException  ex)  {  throw  MathRuntimeException.createIllegalArgumentException(   "instance  of  class  {0}  not  comparable  to  existing  values ",  v.getClass().getName());  }  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  Comparable<?>  v  [VARIABLES]  Long  count  Comparable  obj  v  boolean  TreeMap  freqTable  long  serialVersionUID  ClassCastException  ex  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.4472135954999579	142	142	1	replace	freqTable.put(obj,  Long.valueOf(count.longValue()),  1);	freqTable.put(obj,  Long.valueOf(count.longValue()  +  1));  	non-compiled	[CE]  no  suitable  method  found  for  put(Comparable<CAP#1>,Long,int)	19	None	replace
334	[BUG]  [BUGGY]  freqTable.put(obj,  Long.valueOf(count.longValue()),  count);  [CE]  no  suitable  method  found  for  put(Comparable<CAP#1>,Long,Long)  [CONTEXT]  public  void  addValue(Comparable<?>  v){  Comparable<?>  obj  =  v;  if  (v  instanceof  Integer)  {  obj  =  Long.valueOf(((Integer)  v).longValue());  }  try  {  Long  count  =  freqTable.get(obj);  if  (count  ==  null)  {  freqTable.put(obj,  Long.valueOf(1));  }  else  {  [BUGGY]  freqTable.put(obj,  Long.valueOf(count.longValue()),  count);  [BUGGY]  }  }  catch  (ClassCastException  ex)  {  throw  MathRuntimeException.createIllegalArgumentException(   "instance  of  class  {0}  not  comparable  to  existing  values ",  v.getClass().getName());  }  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  Comparable<?>  v  [VARIABLES]  Long  count  Comparable  obj  v  boolean  TreeMap  freqTable  long  serialVersionUID  ClassCastException  ex  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.4472135954999579	142	142	1	replace	freqTable.put(obj,  Long.valueOf(count.longValue()),  count);	freqTable.put(obj,  Long.valueOf(count.longValue()  +  1));  	non-compiled	[CE]  no  suitable  method  found  for  put(Comparable<CAP#1>,Long,Long)	19	None	replace
361	[BUG]  [BUGGY]    sumFreq  =  Math.pow(v,  sumFreq);  [CE]  cannot  assign  a  value  to  final  variable  sumFreq  [CONTEXT]  public  double  getPct(Comparable<?>  v)  {  final  long  sumFreq  =  getSumFreq();  if  (sumFreq  ==  0)  {  return  Double.NaN;  }  [BUGGY]    sumFreq  =  Math.pow(v,  sumFreq);  [BUGGY]  return  (double)  getCount(v)  /  (double)  sumFreq;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Comparable<?>  v  [VARIABLES]  Comparable  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	320	320	1	replace	    sumFreq  =  Math.pow(v,  sumFreq);		non-compiled	[CE]  cannot  assign  a  value  to  final  variable  sumFreq	16	None	add
362	[BUG]  [BUGGY]    sumFreq  =  Math.max(sumFreq,  v.doubleValue());  [CE]  cannot  assign  a  value  to  final  variable  sumFreq  [CONTEXT]  public  double  getPct(Comparable<?>  v)  {  final  long  sumFreq  =  getSumFreq();  if  (sumFreq  ==  0)  {  return  Double.NaN;  }  [BUGGY]    sumFreq  =  Math.max(sumFreq,  v.doubleValue());  [BUGGY]  return  (double)  getCount(v)  /  (double)  sumFreq;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Comparable<?>  v  [VARIABLES]  Comparable  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	320	320	1	replace	    sumFreq  =  Math.max(sumFreq,  v.doubleValue());		non-compiled	[CE]  cannot  assign  a  value  to  final  variable  sumFreq	16	None	add
363	[BUG]  [BUGGY]    sumFreq  =  Math.max(sumFreq,  v.getSumFreq());  [CE]  cannot  assign  a  value  to  final  variable  sumFreq  [CONTEXT]  public  double  getPct(Comparable<?>  v)  {  final  long  sumFreq  =  getSumFreq();  if  (sumFreq  ==  0)  {  return  Double.NaN;  }  [BUGGY]    sumFreq  =  Math.max(sumFreq,  v.getSumFreq());  [BUGGY]  return  (double)  getCount(v)  /  (double)  sumFreq;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Comparable<?>  v  [VARIABLES]  Comparable  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	320	320	1	replace	    sumFreq  =  Math.max(sumFreq,  v.getSumFreq());		non-compiled	[CE]  cannot  assign  a  value  to  final  variable  sumFreq	16	None	add
364	[BUG]  [BUGGY]    sumFreq  =  Math.abs(v);  [CE]  cannot  assign  a  value  to  final  variable  sumFreq  [CONTEXT]  public  double  getPct(Comparable<?>  v)  {  final  long  sumFreq  =  getSumFreq();  if  (sumFreq  ==  0)  {  return  Double.NaN;  }  [BUGGY]    sumFreq  =  Math.abs(v);  [BUGGY]  return  (double)  getCount(v)  /  (double)  sumFreq;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Comparable<?>  v  [VARIABLES]  Comparable  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	320	320	1	replace	    sumFreq  =  Math.abs(v);		non-compiled	[CE]  cannot  assign  a  value  to  final  variable  sumFreq	16	None	add
365	[BUG]  [BUGGY]    sumFreq  =  Math.sqrt(sumFreq);  [CE]  cannot  assign  a  value  to  final  variable  sumFreq  [CONTEXT]  public  double  getPct(Comparable<?>  v)  {  final  long  sumFreq  =  getSumFreq();  if  (sumFreq  ==  0)  {  return  Double.NaN;  }  [BUGGY]    sumFreq  =  Math.sqrt(sumFreq);  [BUGGY]  return  (double)  getCount(v)  /  (double)  sumFreq;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Comparable<?>  v  [VARIABLES]  Comparable  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	320	320	1	replace	    sumFreq  =  Math.sqrt(sumFreq);		non-compiled	[CE]  cannot  assign  a  value  to  final  variable  sumFreq	16	None	add
391	[BUG]  [BUGGY]    addValue(new  Long(v.longValue()));  [CE]  long  cannot  be  dereferenced  [CONTEXT]  public  void  addValue(long  v)  {  [BUGGY]    addValue(new  Long(v.longValue()));  [BUGGY]  addValue(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  long  v  [VARIABLES]  TreeMap  freqTable  long  serialVersionUID  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	177	177	1	replace	    addValue(new  Long(v.longValue()));		non-compiled	[CE]  long  cannot  be  dereferenced	12	None	add
394	[BUG]  [BUGGY]    add(new  Long(v.longValue()));  [CE]  long  cannot  be  dereferenced  [CONTEXT]  public  void  addValue(long  v)  {  [BUGGY]    add(new  Long(v.longValue()));  [BUGGY]  addValue(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  long  v  [VARIABLES]  TreeMap  freqTable  long  serialVersionUID  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	177	177	1	replace	    add(new  Long(v.longValue()));		non-compiled	[CE]  long  cannot  be  dereferenced	12	None	add
395	[BUG]  [BUGGY]    Preconditions.checkNotNull(v);  [CE]  cannot  find  symbol  Preconditions  [CONTEXT]  public  void  addValue(long  v)  {  [BUGGY]    Preconditions.checkNotNull(v);  [BUGGY]  addValue(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  long  v  [VARIABLES]  TreeMap  freqTable  long  serialVersionUID  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	177	177	1	replace	    Preconditions.checkNotNull(v);		non-compiled	[CE]  cannot  find  symbol  Preconditions	12	None	add
422	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]    v  =  freqTable.lastKey();  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	add	    v  =  freqTable.lastKey();		compilable	  [FE]  AssertionFailedError  testPcts	18	1
423	[BUG]  [BUGGY]    v  =  freqTable.lastKey();  [FE]  AssertionFailedError  testPcts  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]    v  =  freqTable.lastKey();  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	    v  =  freqTable.lastKey();		compilable	  [FE]  AssertionFailedError  testPcts	18	1	add
424	[BUG]  [BUGGY]    long  last  =  freqTable.lastKey();  [CE]  incompatible  types  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]    long  last  =  freqTable.lastKey();  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	    long  last  =  freqTable.lastKey();		non-compiled	[CE]  incompatible  types	18	None	add
453	[BUG]  [BUGGY]  return  getPct(Long.getValue(v));  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getPct(int  v)  {  [BUGGY]  return  getPct(Long.getValue(v));  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  int  v  [VARIABLES]  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  int  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.7071067811865475	331	331	1	replace	return  getPct(Long.getValue(v));	return  getPct(Long.valueOf(v));  	non-compiled	[CE]  cannot  find  symbol	5	None	replace
454	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  double  getPct(int  v)  {  [BUGGY]  return  getPct(Long.valueOf(v)+  1);  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  int  v  [VARIABLES]  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  int  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.7071067811865475	331	331	1	add	return  getPct(Long.valueOf(v)+  1);	return  getPct(Long.valueOf(v));  	compilable	  [FE]  AssertionFailedError  testPcts	5	1
455	[BUG]  [BUGGY]  return  getPct(Long.valueOf(v)+  1);  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  double  getPct(int  v)  {  [BUGGY]  return  getPct(Long.valueOf(v)+  1);  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  int  v  [VARIABLES]  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  int  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.7071067811865475	331	331	1	replace	return  getPct(Long.valueOf(v)+  1);	return  getPct(Long.valueOf(v));  	compilable	  [FE]  AssertionFailedError  testPcts	5	1	replace
541	[BUG]  [BUGGY]    result  =  Math.max(v,  sumFreq);  [CE]  cannot  find  symbol  result  [CONTEXT]  public  long  getCumFreq(long  v)  {  [BUGGY]    result  =  Math.max(v,  sumFreq);  [BUGGY]  return  getCumFreq(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	444	444	1	replace	    result  =  Math.max(v,  sumFreq);		non-compiled	[CE]  cannot  find  symbol  result	10	None	add
542	[BUG]  [BUGGY]    checkLimits(v);  [CE]  cannot  find  symbol  [CONTEXT]  public  long  getCumFreq(long  v)  {  [BUGGY]    checkLimits(v);  [BUGGY]  return  getCumFreq(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	444	444	1	replace	    checkLimits(v);		non-compiled	[CE]  cannot  find  symbol	10	None	add
543	[BUG]  [BUGGY]    result  =  getSumFreq();  [CE]  cannot  find  symbol  result  [CONTEXT]  public  long  getCumFreq(long  v)  {  [BUGGY]    result  =  getSumFreq();  [BUGGY]  return  getCumFreq(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	444	444	1	replace	    result  =  getSumFreq();		non-compiled	[CE]  cannot  find  symbol  result	10	None	add
544	[BUG]  [BUGGY]    result  +=  getCount(v);  [CE]  cannot  find  symbol  result  [CONTEXT]  public  long  getCumFreq(long  v)  {  [BUGGY]    result  +=  getCount(v);  [BUGGY]  return  getCumFreq(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	444	444	1	replace	    result  +=  getCount(v);		non-compiled	[CE]  cannot  find  symbol  result	10	None	add
545	[BUG]  [BUGGY]    result  =  Math.max(v,  getSumFreq());  [CE]  cannot  find  symbol  result  [CONTEXT]  public  long  getCumFreq(long  v)  {  [BUGGY]    result  =  Math.max(v,  getSumFreq());  [BUGGY]  return  getCumFreq(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	444	444	1	replace	    result  =  Math.max(v,  getSumFreq());		non-compiled	[CE]  cannot  find  symbol  result	10	None	add
573	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  void  addValue(Comparable<?>  v){  Comparable<?>  obj  =  v;  if  (v  instanceof  Integer)  {  obj  =  Long.valueOf(((Integer)  v).longValue());  }  try  {  Long  count  =  freqTable.get(obj);  if  (count  ==  null)  {  freqTable.put(obj,  Long.valueOf(1));  }  else  {  [BUGGY]    freqTable.put(obj,  Long.valueOf(count.longValue()  +  2));  [BUGGY]  freqTable.put(obj,  Long.valueOf(count.longValue()  +  1));  }  }  catch  (ClassCastException  ex)  {  throw  MathRuntimeException.createIllegalArgumentException(   "instance  of  class  {0}  not  comparable  to  existing  values ",  v.getClass().getName());  }  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  Comparable<?>  v  [VARIABLES]  Long  count  Comparable  obj  v  boolean  TreeMap  freqTable  long  serialVersionUID  ClassCastException  ex  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.4472135954999579	142	142	1	add	    freqTable.put(obj,  Long.valueOf(count.longValue()  +  2));		compilable	  [FE]  AssertionFailedError  testPcts	20	1
574	[BUG]  [BUGGY]    freqTable.put(obj,  Long.valueOf(count.longValue()  +  2));  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  void  addValue(Comparable<?>  v){  Comparable<?>  obj  =  v;  if  (v  instanceof  Integer)  {  obj  =  Long.valueOf(((Integer)  v).longValue());  }  try  {  Long  count  =  freqTable.get(obj);  if  (count  ==  null)  {  freqTable.put(obj,  Long.valueOf(1));  }  else  {  [BUGGY]    freqTable.put(obj,  Long.valueOf(count.longValue()  +  2));  [BUGGY]  freqTable.put(obj,  Long.valueOf(count.longValue()  +  1));  }  }  catch  (ClassCastException  ex)  {  throw  MathRuntimeException.createIllegalArgumentException(   "instance  of  class  {0}  not  comparable  to  existing  values ",  v.getClass().getName());  }  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  Comparable<?>  v  [VARIABLES]  Long  count  Comparable  obj  v  boolean  TreeMap  freqTable  long  serialVersionUID  ClassCastException  ex  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.4472135954999579	142	142	1	replace	    freqTable.put(obj,  Long.valueOf(count.longValue()  +  2));		compilable	  [FE]  AssertionFailedError  testPcts	20	1	add
574	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  void  addValue(Comparable<?>  v){  Comparable<?>  obj  =  v;  if  (v  instanceof  Integer)  {  obj  =  Long.valueOf(((Integer)  v).longValue());  }  try  {  Long  count  =  freqTable.get(obj);  if  (count  ==  null)  {  freqTable.put(obj,  Long.valueOf(1));  }  else  {  [BUGGY]    freqTable.put(obj,  Long.valueOf(count.longValue()  +  0));  [BUGGY]  freqTable.put(obj,  Long.valueOf(count.longValue()  +  1));  }  }  catch  (ClassCastException  ex)  {  throw  MathRuntimeException.createIllegalArgumentException(   "instance  of  class  {0}  not  comparable  to  existing  values ",  v.getClass().getName());  }  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  Comparable<?>  v  [VARIABLES]  Long  count  Comparable  obj  v  boolean  TreeMap  freqTable  long  serialVersionUID  ClassCastException  ex  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.4472135954999579	142	142	1	add	    freqTable.put(obj,  Long.valueOf(count.longValue()  +  0));		compilable	  [FE]  AssertionFailedError  testPcts	20	1
575	[BUG]  [BUGGY]    freqTable.put(obj,  Long.valueOf(count.longValue()  +  0));  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  void  addValue(Comparable<?>  v){  Comparable<?>  obj  =  v;  if  (v  instanceof  Integer)  {  obj  =  Long.valueOf(((Integer)  v).longValue());  }  try  {  Long  count  =  freqTable.get(obj);  if  (count  ==  null)  {  freqTable.put(obj,  Long.valueOf(1));  }  else  {  [BUGGY]    freqTable.put(obj,  Long.valueOf(count.longValue()  +  0));  [BUGGY]  freqTable.put(obj,  Long.valueOf(count.longValue()  +  1));  }  }  catch  (ClassCastException  ex)  {  throw  MathRuntimeException.createIllegalArgumentException(   "instance  of  class  {0}  not  comparable  to  existing  values ",  v.getClass().getName());  }  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  Comparable<?>  v  [VARIABLES]  Long  count  Comparable  obj  v  boolean  TreeMap  freqTable  long  serialVersionUID  ClassCastException  ex  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.4472135954999579	142	142	1	replace	    freqTable.put(obj,  Long.valueOf(count.longValue()  +  0));		compilable	  [FE]  AssertionFailedError  testPcts	20	1	add
