282	[BUG]  [BUGGY]  pendingEventTime  =  Double.NaN  +  1;  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  [BUGGY]  pendingEventTime  =  Double.NaN  +  1;  [BUGGY]  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	106	106	1	replace	pendingEventTime  =  Double.NaN  +  1;	pendingEventTime=  Double.NaN;  	compilable	  [FE]  MathRuntimeException$4  closeEvents	19	1	replace
283	[BUG]  [BUGGY]  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  [BUGGY]  pendingEventTime  =  Double.NaN  +  2;  [BUGGY]  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	106	106	1	add	pendingEventTime  =  Double.NaN  +  2;	pendingEventTime=  Double.NaN;  	compilable	  [FE]  MathRuntimeException$4  closeEvents	19	1
284	[BUG]  [BUGGY]  pendingEventTime  =  Double.NaN  +  2;  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  [BUGGY]  pendingEventTime  =  Double.NaN  +  2;  [BUGGY]  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	106	106	1	replace	pendingEventTime  =  Double.NaN  +  2;	pendingEventTime=  Double.NaN;  	compilable	  [FE]  MathRuntimeException$4  closeEvents	19	1	replace
301	[BUG]  [BUGGY]  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  Double.NaN;  g0Positive=  true;  }  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	add	    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  Double.NaN;  g0Positive=  true;  }		compilable	  [FE]  MathRuntimeException$4  closeEvents	18	1
302	[BUG]  [BUGGY]    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  Double.NaN;  g0Positive=  true;  }  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  Double.NaN;  g0Positive=  true;  }  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	replace	    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  Double.NaN;  g0Positive=  true;  }		compilable	  [FE]  MathRuntimeException$4  closeEvents	18	1	add
302	[BUG]  [BUGGY]  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  t0;  }  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	add	    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  t0;  }		compilable	  [FE]  MathRuntimeException$4  closeEvents	18	1
303	[BUG]  [BUGGY]    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  t0;  }  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  t0;  }  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	replace	    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  t0;  }		compilable	  [FE]  MathRuntimeException$4  closeEvents	18	1	add
304	[BUG]  [BUGGY]    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  Double.NaN;  nextAction=  EventHandler.END;  }  [CE]  cannot  find  symbol  END  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  Double.NaN;  nextAction=  EventHandler.END;  }  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	replace	    if(t0  ==  0.0)  {  pendingEvent  =  false;  pendingEventTime  =  Double.NaN;  nextAction=  EventHandler.END;  }		non-compiled	[CE]  cannot  find  symbol  END	18	None	add
323	[BUG]  [BUGGY]    t0Positive=  true;  [CE]  cannot  find  symbol  t0Positive  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  [BUGGY]    t0Positive=  true;  [BUGGY]  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	104	104	1	replace	    t0Positive=  true;		non-compiled	[CE]  cannot  find  symbol  t0Positive	16	None	add
324	[BUG]  [BUGGY]    t0Positive=  false;  [CE]  cannot  find  symbol  t0Positive  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  [BUGGY]    t0Positive=  false;  [BUGGY]  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	104	104	1	replace	    t0Positive=  false;		non-compiled	[CE]  cannot  find  symbol  t0Positive	16	None	add
325	[BUG]  [BUGGY]    pendingEventTime  =  handler.getPreviousEventTime();  [CE]  cannot  find  symbol  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  [BUGGY]    pendingEventTime  =  handler.getPreviousEventTime();  [BUGGY]  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	104	104	1	replace	    pendingEventTime  =  handler.getPreviousEventTime();		non-compiled	[CE]  cannot  find  symbol	16	None	add
341	[BUG]  [BUGGY]    this.nextAction  =  handler.getAction();  [CE]  cannot  find  symbol  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;    [BUGGY]    this.nextAction  =  handler.getAction();  [BUGGY]  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	102	102	1	replace	    this.nextAction  =  handler.getAction();		non-compiled	[CE]  cannot  find  symbol	12	None	add
